Rank,Player,Team,Role,Category,Pool,Grade,Rating,Sub_Scoring,Sub_Impact,Sub_Consistency,Sub_Experience,Matches,Bat_Runs,Bat_SR,Bat_Average,Legacy,URL,Sub_WicketTaking,Sub_Economy,Sub_Efficiency,Bowl_Wickets,Bowl_Eco,Bowl_Avg,Sub_Batting,Sub_Bowling,Sub_Versatility,Nationality
122,Ashutosh Sharma,Delhi Capitals,Batting Allrounder,AR,AR,C,61,,,,42,24.0,393.0,,,0,https://www.cricbuzz.com/profiles/13497/ashutosh-sharma,,,,0.0,,,56.0,0.0,0.0,Indian
123,Ayush Mhatre,Chennai Super Kings,Batsman,BAT,BAT_WK,C,61,8.0,99.0,85.0,33,7.0,240.0,188.98,34.29,0,https://www.cricbuzz.com/profiles/1431163/ayush-mhatre,,,,,,,,,,Indian
124,Shubham Dubey,Rajasthan Royals,Batsman,BAT,BAT_WK,C,61,6.0,87.0,58.0,36,13.0,139.0,163.53,23.17,0,https://www.cricbuzz.com/profiles/19328/shubham-dubey,,,,,,,,,,Indian
125,Vaibhav Suryavanshi,Rajasthan Royals,Batsman,BAT,BAT_WK,C,61,9.0,99.0,89.0,33,7.0,252.0,206.56,36.0,0,https://www.cricbuzz.com/profiles/51791/vaibhav-suryavanshi,,,,,,,,,,Indian
126,Nathan Ellis,Chennai Super Kings,Bowler,BOWL,BOWL,C,61,,,,38,17.0,,,,0,https://www.cricbuzz.com/profiles/15480/nathan-ellis,16.0,61.0,77.0,19.0,8.67,28.74,,,,Australian
127,Digvesh Singh Rathi,Lucknow Super Giants,Bowler,BOWL,BOWL,C,61,,,,36,13.0,,,,0,https://www.cricbuzz.com/profiles/1448289/digvesh-singh-rathi,12.0,68.0,72.0,14.0,8.25,30.64,,,,Indian
128,Yash Thakur,Punjab Kings,Bowler,BOWL,BOWL,C,61,,,,40,21.0,,,,0,https://www.cricbuzz.com/profiles/12096/yash-thakur,20.0,32.0,72.0,25.0,10.43,30.8,,,,Indian
129,Anuj Rawat,Gujarat Titans,WK-Batsman,WK,BAT_WK,C,60,10.0,57.0,50.0,42,24.0,318.0,119.11,19.88,0,https://www.cricbuzz.com/profiles/13135/anuj-rawat,,,,,,,,,,Indian
130,Sameer Rizvi,Delhi Capitals,Batsman,BAT,BAT_WK,C,60,7.0,72.0,61.0,36,13.0,172.0,140.99,24.57,0,https://www.cricbuzz.com/profiles/14700/sameer-rizvi,,,,,,,,,,Indian
131,Romario Shepherd,Royal Challengers Bengaluru,Bowling Allrounder,AR,AR,C,60,,,,39,18.0,185.0,,,0,https://www.cricbuzz.com/profiles/13646/romario-shepherd,,,,10.0,,,52.0,18.0,18.0,West Indian
132,Kuldeep Sen,Rajasthan Royals,Bowler,BOWL,BOWL,C,59,,,,36,12.0,,,,0,https://www.cricbuzz.com/profiles/14336/kuldeep-sen,12.0,45.0,79.0,14.0,9.63,27.64,,,,Indian
133,Kyle Jamieson,Delhi Capitals,Bowler,BOWL,BOWL,C,59,,,,36,13.0,,,,0,https://www.cricbuzz.com/profiles/9441/kyle-jamieson,12.0,45.0,74.0,14.0,9.67,29.71,,,,New Zealander
134,Vipraj Nigam,Delhi Capitals,Bowler,BOWL,BOWL,C,59,,,,37,14.0,,,,0,https://www.cricbuzz.com/profiles/1431811/vipraj-nigam,10.0,54.0,69.0,11.0,9.13,32.36,,,,Indian
135,Kartik Tyagi,Kolkata Knight Riders,Bowler,BOWL,BOWL,C,58,,,,40,20.0,,,,0,https://www.cricbuzz.com/profiles/13136/kartik-tyagi,13.0,37.0,37.0,15.0,10.14,47.53,,,,Indian
136,Arshad Khan,Gujarat Titans,Bowling Allrounder,AR,AR,C,58,,,,39,19.0,124.0,,,0,https://www.cricbuzz.com/profiles/18637/arshad-khan,,,,12.0,,,39.0,18.0,18.0,Indian
137,Jayant Yadav,Gujarat Titans,Bowling Allrounder,AR,AR,C,58,,,,40,20.0,40.0,,,0,https://www.cricbuzz.com/profiles/8182/jayant-yadav,,,,8.0,,,22.0,25.0,22.0,Indian
138,Azmatullah Omarzai,Punjab Kings,Bowling Allrounder,AR,AR,C,58,,,,38,16.0,99.0,,,0,https://www.cricbuzz.com/profiles/13214/azmatullah-omarzai,,,,12.0,,,31.0,25.0,25.0,Afghan
139,Nandre Burger,Rajasthan Royals,Bowler,BOWL,BOWL,C,58,,,,32,5.0,,,,0,https://www.cricbuzz.com/profiles/13630/nandre-burger,8.0,63.0,94.0,7.0,8.53,20.71,,,,South African
140,Mukesh Choudhary,Chennai Super Kings,Bowler,BOWL,BOWL,C,58,,,,38,16.0,,,,0,https://www.cricbuzz.com/profiles/13184/mukesh-choudhary,14.0,40.0,72.0,17.0,9.94,30.71,,,,Indian
141,Eshan Malinga,Sunrisers Hyderabad,Bowler,BOWL,BOWL,C,58,,,,33,7.0,,,,0,https://www.cricbuzz.com/profiles/46926/eshan-malinga,12.0,57.0,99.0,13.0,8.93,18.31,,,,Indian
142,Kamindu Mendis,Sunrisers Hyderabad,Batting Allrounder,AR,AR,C,57,,,,32,5.0,92.0,,,0,https://www.cricbuzz.com/profiles/10940/kamindu-mendis,,,,2.0,,,38.0,29.0,29.0,Sri Lankan
143,Prashant Solanki,Kolkata Knight Riders,Bowler,BOWL,BOWL,C,57,,,,31,2.0,,,,0,https://www.cricbuzz.com/profiles/12805/prashant-solanki,5.0,99.0,97.0,2.0,6.33,19.0,,,,Indian
144,Vijaykumar Vyshak,Punjab Kings,Bowler,BOWL,BOWL,C,57,,,,38,16.0,,,,0,https://www.cricbuzz.com/profiles/10486/vijaykumar-vyshak,14.0,33.0,66.0,17.0,10.38,33.88,,,,Indian
145,Akash Maharaj Singh,Lucknow Super Giants,Bowler,BOWL,BOWL,C,57,,,,35,10.0,,,,0,https://www.cricbuzz.com/profiles/14696/akash-maharaj-singh,9.0,47.0,61.0,9.0,9.54,36.22,,,,Indian
146,Anshul Kamboj,Chennai Super Kings,Bowling Allrounder,AR,AR,C,57,,,,35,11.0,16.0,,,0,https://www.cricbuzz.com/profiles/14598/anshul-kamboj,,,,10.0,,,21.0,30.0,21.0,Indian
147,Mayank Yadav,Lucknow Super Giants,Bowler,BOWL,BOWL,C,57,,,,33,6.0,,,,0,https://www.cricbuzz.com/profiles/22401/mayank-yadav,9.0,53.0,94.0,9.0,9.17,20.56,,,,Indian
148,Vignesh Puthur,Rajasthan Royals,Bowler,BOWL,BOWL,C,57,,,,32,5.0,,,,0,https://www.cricbuzz.com/profiles/1447337/vignesh-puthur,7.0,54.0,99.0,6.0,9.08,18.17,,,,Indian
149,Glenn Phillips,Gujarat Titans,Batting Allrounder,AR,AR,C,56,,,,34,8.0,65.0,,,0,https://www.cricbuzz.com/profiles/10693/glenn-phillips,,,,2.0,,,24.0,34.0,24.0,New Zealander
150,Adam Milne,Rajasthan Royals,Bowler,BOWL,BOWL,C,56,,,,35,10.0,,,,0,https://www.cricbuzz.com/profiles/7625/adam-milne,8.0,48.0,38.0,7.0,9.48,46.71,,,,New Zealander
151,Dushmantha Chameera,Delhi Capitals,Bowler,BOWL,BOWL,C,56,,,,39,19.0,,,,0,https://www.cricbuzz.com/profiles/8393/dushmantha-chameera,12.0,44.0,39.0,13.0,9.73,46.38,,,,Sri Lankan
152,Anukul Roy,Kolkata Knight Riders,Batting Allrounder,AR,AR,C,56,,,,35,11.0,26.0,,,0,https://www.cricbuzz.com/profiles/12344/anukul-roy,,,,6.0,,,17.0,29.0,17.0,Indian
153,Urvil Patel,Chennai Super Kings,WK-Batsman,WK,BAT_WK,C,56,5.0,99.0,57.0,31,3.0,68.0,212.5,22.67,0,https://www.cricbuzz.com/profiles/13476/urvil-patel,,,,,,,,,,Indian
154,Nuwan Thushara,Royal Challengers Bengaluru,Bowler,BOWL,BOWL,C,56,,,,34,8.0,,,,0,https://www.cricbuzz.com/profiles/18509/nuwan-thushara,9.0,49.0,71.0,9.0,9.43,31.44,,,,Sri Lankan
155,Swapnil Singh,Royal Challengers Bengaluru,Bowling Allrounder,AR,AR,C,56,,,,37,14.0,51.0,,,0,https://www.cricbuzz.com/profiles/10238/swapnil-singh,,,,7.0,,,23.0,27.0,23.0,Indian
156,Matthew Short,Chennai Super Kings,Batsman,BAT,BAT_WK,C,55,6.0,63.0,49.0,33,6.0,117.0,127.18,19.5,0,https://www.cricbuzz.com/profiles/9456/matthew-short,,,,,,,,,,Australian
157,Manimaran Siddharth,Lucknow Super Giants,Bowler,BOWL,BOWL,C,55,,,,32,5.0,,,,0,https://www.cricbuzz.com/profiles/12930/manimaran-siddharth,5.0,62.0,40.0,3.0,8.63,46.0,,,,Indian
158,Arjun Tendulkar,Lucknow Super Giants,Bowling Allrounder,AR,AR,C,55,,,,32,5.0,13.0,,,0,https://www.cricbuzz.com/profiles/13747/arjun-tendulkar,,,,3.0,,,32.0,23.0,23.0,Indian
159,Rasikh Dar Salam,Royal Challengers Bengaluru,Bowler,BOWL,BOWL,C,55,,,,36,13.0,,,,0,https://www.cricbuzz.com/profiles/14274/rasikh-dar-salam,10.0,29.0,51.0,10.0,10.62,40.9,,,,Indian
160,Corbin Bosch,Mumbai Indians,Bowling Allrounder,AR,AR,D,54,,,,31,3.0,47.0,,,0,https://www.cricbuzz.com/profiles/9576/corbin-bosch,,,,1.0,,,41.0,20.0,20.0,South African
161,Ashwani Kumar,Mumbai Indians,Bowler,BOWL,BOWL,D,54,,,,33,7.0,,,,0,https://www.cricbuzz.com/profiles/11684/ashwani-kumar,10.0,18.0,93.0,11.0,11.32,21.09,,,,Indian
162,Zeeshan Ansari,Sunrisers Hyderabad,Bowler,BOWL,BOWL,D,54,,,,35,10.0,,,,0,https://www.cricbuzz.com/profiles/10946/zeeshan-ansari,7.0,42.0,20.0,6.0,9.84,55.5,,,,Indian
163,Jacob Bethell,Royal Challengers Bengaluru,Batting Allrounder,AR,AR,D,53,,,,31,2.0,67.0,,,0,https://www.cricbuzz.com/profiles/19636/jacob-bethell,,,,0.0,,,53.0,0.0,0.0,English
164,Yudhvir Singh Charak,Rajasthan Royals,Bowler,BOWL,BOWL,D,53,,,,34,9.0,,,,0,https://www.cricbuzz.com/profiles/15749/yudhvir-singh-charak,9.0,23.0,70.0,8.0,11.0,31.63,,,,Indian
165,Matthew Breetzke,Lucknow Super Giants,WK-Batsman,WK,BAT_WK,D,52,4.0,56.0,36.0,30,1.0,14.0,116.67,14.0,0,https://www.cricbuzz.com/profiles/13089/matthew-breetzke,,,,,,,,,,South African
166,Vishnu Vinod,Punjab Kings,WK-Batsman,WK,BAT_WK,D,52,5.0,43.0,24.0,33,6.0,56.0,98.25,9.33,0,https://www.cricbuzz.com/profiles/11893/vishnu-vinod,,,,,,,,,,Indian
167,Praveen Dubey,Punjab Kings,Bowling Allrounder,AR,AR,D,52,,,,32,5.0,23.0,,,0,https://www.cricbuzz.com/profiles/10484/praveen-dubey,,,,2.0,,,19.0,19.0,19.0,Indian
168,Akeal Hosein,Chennai Super Kings,Bowler,BOWL,BOWL,D,51,,,,30,1.0,,,,0,https://www.cricbuzz.com/profiles/8435/akeal-hosein,4.0,39.0,53.0,1.0,10.0,40.0,,,,West Indian
169,Prince Yadav,Lucknow Super Giants,Bowler,BOWL,BOWL,D,51,,,,33,6.0,,,,0,https://www.cricbuzz.com/profiles/54735/prince-yadav,5.0,42.0,4.0,3.0,9.85,75.0,,,,Indian
170,Tim Seifert,Kolkata Knight Riders,WK-Batsman,WK,BAT_WK,D,51,4.0,53.0,23.0,31,3.0,26.0,113.05,8.67,0,https://www.cricbuzz.com/profiles/9443/tim-seifert,,,,,,,,,,New Zealander
171,Xavier Bartlett,Punjab Kings,Bowler,BOWL,BOWL,D,51,,,,32,4.0,,,,0,https://www.cricbuzz.com/profiles/11689/xavier-bartlett,5.0,46.0,36.0,2.0,9.6,48.0,,,,Australian
172,Akash Deep,Kolkata Knight Riders,Bowler,BOWL,BOWL,D,51,,,,37,14.0,,,,0,https://www.cricbuzz.com/profiles/14726/akash-deep,10.0,10.0,21.0,10.0,11.83,54.8,,,,Indian
173,Tom Banton,Gujarat Titans,WK-Batsman,WK,BAT_WK,D,50,4.0,38.0,23.0,31,2.0,18.0,90.0,9.0,0,https://www.cricbuzz.com/profiles/12254/tom-banton,,,,,,,,,,English
174,Matt Henry,Chennai Super Kings,Bowler,BOWL,BOWL,D,50,,,,33,6.0,,,,0,https://www.cricbuzz.com/profiles/9067/matt-henry,5.0,29.0,4.0,2.0,10.65,90.5,,,,New Zealander
175,Jamie Overton,Chennai Super Kings,Bowling Allrounder,AR,AR,D,50,,,,31,3.0,15.0,,,0,https://www.cricbuzz.com/profiles/8512/jamie-overton,,,,0.0,,,32.0,1.0,1.0,English
176,Harsh Dubey,Sunrisers Hyderabad,Bowling Allrounder,AR,AR,D,50,,,,31,3.0,0.0,,,0,https://www.cricbuzz.com/profiles/14695/harsh-dubey,,,,5.0,,,0.0,30.0,0.0,Indian
177,Raj Bawa,Mumbai Indians,Batting Allrounder,AR,AR,D,50,,,,32,5.0,19.0,,,0,https://www.cricbuzz.com/profiles/22601/raj-bawa,,,,0.0,,,20.0,0.0,0.0,Indian
178,Arshin Kulkarni,Lucknow Super Giants,Batting Allrounder,AR,AR,D,49,,,,31,2.0,9.0,,,0,https://www.cricbuzz.com/profiles/51378/arshin-kulkarni,,,,0.0,,,18.0,0.0,0.0,Indian
179,Donovan Ferreira,Rajasthan Royals,WK-Batsman,WK,BAT_WK,D,48,4.0,20.0,9.0,31,3.0,9.0,64.29,3.0,0,https://www.cricbuzz.com/profiles/14798/donovan-ferreira,,,,,,,,,,South African
180,Musheer Khan,Punjab Kings,Batting Allrounder,AR,AR,D,48,,,,30,1.0,0.0,,,0,https://www.cricbuzz.com/profiles/27424/musheer-khan,,,,1.0,,,0.0,16.0,0.0,Indian
181,Prithvi Raj Yarra,Gujarat Titans,Bowler,BOWL,BOWL,D,48,,,,31,2.0,,,,0,https://www.cricbuzz.com/profiles/13113/prithvi-raj-yarra,4.0,17.0,16.0,1.0,11.4,57.0,,,,Indian
182,Robin Minz,Mumbai Indians,WK-Batsman,WK,BAT_WK,D,47,4.0,4.0,9.0,31,2.0,6.0,40.0,3.0,0,https://www.cricbuzz.com/profiles/36454/robin-minz,,,,,,,,,,Indian
183,Madhav Tiwari,Delhi Capitals,Bowling Allrounder,AR,AR,D,47,,,,30,1.0,3.0,,,0,https://www.cricbuzz.com/profiles/1447321/madhav-tiwari,,,,0.0,,,7.0,0.0,0.0,Indian
184,Luke Wood,Gujarat Titans,Bowler,BOWL,BOWL,D,47,,,,31,2.0,,,,0,https://www.cricbuzz.com/profiles/9821/luke-wood,4.0,4.0,4.0,1.0,15.5,93.0,,,,English
185,Suryansh Shedge,Punjab Kings,Batting Allrounder,AR,AR,D,47,,,,32,5.0,7.0,,,0,https://www.cricbuzz.com/profiles/14922/suryansh-shedge,,,,0.0,,,4.0,1.0,1.0,Indian
186,Kwena Maphaka,Rajasthan Royals,Bowler,BOWL,BOWL,D,47,,,,32,4.0,,,,0,https://www.cricbuzz.com/profiles/23346/kwena-maphaka,5.0,4.0,4.0,2.0,13.0,71.5,,,,South African
187,Kumar Kushagra,Gujarat Titans,WK-Batsman,WK,BAT_WK,D,47,4.0,6.0,4.0,32,4.0,3.0,42.86,1.0,0,https://www.cricbuzz.com/profiles/15779/kumar-kushagra,,,,,,,,,,Indian
188,Mitchell Owen,Punjab Kings,Batting Allrounder,AR,AR,D,46,,,,30,1.0,0.0,,,0,https://www.cricbuzz.com/profiles/18568/mitchell-owen,,,,0.0,,,0.0,0.0,0.0,Australian
189,Himmat Singh,Lucknow Super Giants,Batsman,BAT,BAT_WK,D,46,0.0,0.0,0.0,31,3.0,0.0,0.0,0.0,0,https://www.cricbuzz.com/profiles/10223/himmat-singh,,,,,,,,,,Indian
190,Manav Suthar,Gujarat Titans,Bowler,BOWL,BOWL,D,46,,,,30,1.0,,,,0,https://www.cricbuzz.com/profiles/14596/manav-suthar,0.0,4.0,0.0,0.0,13.0,0.0,,,,Indian
191,Gurnoor Brar,Gujarat Titans,Bowler,BOWL,BOWL,D,46,,,,30,1.0,,,,0,https://www.cricbuzz.com/profiles/22141/gurnoor-brar,0.0,4.0,0.0,0.0,14.0,0.0,,,,Indian
192,Mukul Choudhary,Lucknow Super Giants,WK-Batsman,WK,BAT_WK,D,45,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0,https://www.cricbuzz.com/profiles/39219/mukul-choudhary,,,,,,,,,,Indian
193,Sakib Hussain,Sunrisers Hyderabad,Bowler,BOWL,BOWL,D,45,,,,50,0.0,,,,0,https://www.cricbuzz.com/profiles/33129/sakib-hussain,0.0,0.0,0.0,0.0,0.0,0.0,,,,Indian
194,Raghu Sharma,Mumbai Indians,Bowler,BOWL,BOWL,D,45,,,,50,0.0,,,,0,https://www.cricbuzz.com/profiles/13146/raghu-sharma,0.0,0.0,0.0,0.0,0.0,0.0,,,,Indian
195,Mangesh Yadav,Royal Challengers Bengaluru,Bowling Allrounder,AR,AR,D,44,,,,50,0.0,0.0,,,0,https://www.cricbuzz.com/profiles/1455995/mangesh-yadav,,,,0.0,,,0.0,0.0,0.0,Indian
196,Ajay Jadav Mandal,Delhi Capitals,Bowling Allrounder,AR,AR,D,44,,,,50,0.0,0.0,,,0,https://www.cricbuzz.com/profiles/11777/ajay-jadav-mandal,,,,0.0,,,0.0,0.0,0.0,Indian
197,Vishal Nishad,Punjab Kings,Bowling Allrounder,AR,AR,D,44,,,,50,0.0,0.0,,,0,https://www.cricbuzz.com/profiles/1461627/vishal-nishad,,,,0.0,,,0.0,0.0,0.0,Indian
198,Shivang Kumar,Sunrisers Hyderabad,Batting Allrounder,AR,AR,D,44,,,,50,0.0,0.0,,,0,https://www.cricbuzz.com/profiles/1455907/shivang-kumar,,,,0.0,,,0.0,0.0,0.0,Indian
199,Yash Raj Punja,Rajasthan Royals,Bowler,BOWL,BOWL,D,44,,,,50,0.0,,,,0,https://www.cricbuzz.com/profiles/1458811/yash-raj-punja,0.0,0.0,0.0,0.0,0.0,0.0,,,,Indian
200,Ashok Sharma,Gujarat Titans,Bowler,BOWL,BOWL,D,44,,,,50,0.0,,,,0,https://www.cricbuzz.com/profiles/24261/ashok-sharma,0.0,0.0,0.0,0.0,0.0,0.0,,,,Indian
201,Gurjapneet Singh,Chennai Super Kings,Bowler,BOWL,BOWL,D,44,,,,50,0.0,,,,0,https://www.cricbuzz.com/profiles/19807/gurjapneet-singh,0.0,0.0,0.0,0.0,0.0,0.0,,,,Indian
202,Pathum Nissanka,Delhi Capitals,Batsman,BAT,BAT_WK,D,43,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0,https://www.cricbuzz.com/profiles/13682/pathum-nissanka,,,,,,,,,,Sri Lankan
203,Vihaan Malhotra,Royal Challengers Bengaluru,Batsman,BAT,BAT_WK,D,43,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0,https://www.cricbuzz.com/profiles/1430529/vihaan-malhotra,,,,,,,,,,Indian
204,Abhinandan Singh,Royal Challengers Bengaluru,Bowler,BOWL,BOWL,D,43,,,,50,0.0,,,,0,https://www.cricbuzz.com/profiles/1447073/abhinandan-singh,0.0,0.0,0.0,0.0,0.0,0.0,,,,Indian
205,Ravi Singh,Rajasthan Royals,WK-Batsman,WK,BAT_WK,D,43,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0,https://www.cricbuzz.com/profiles/1448413/ravi-singh,,,,,,,,,,Indian
206,Smaran Ravichandran,Sunrisers Hyderabad,Batsman,BAT,BAT_WK,D,43,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0,https://www.cricbuzz.com/profiles/29130/smaran-ravichandran,,,,,,,,,,Indian
207,Lhuan-dre Pretorius,Rajasthan Royals,WK-Batsman,WK,BAT_WK,D,43,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0,https://www.cricbuzz.com/profiles/50545/lhuan-dre-pretorius,,,,,,,,,,South African
208,Mohammed Salahuddin Izhar,Mumbai Indians,Bowler,BOWL,BOWL,D,43,,,,50,0.0,,,,0,https://www.cricbuzz.com/profiles/1465841/mohammed-salahuddin-izhar,0.0,0.0,0.0,0.0,0.0,0.0,,,,Indian
209,Krains Fuletra,Sunrisers Hyderabad,Bowler,BOWL,BOWL,D,43,,,,50,0.0,,,,0,https://www.cricbuzz.com/profiles/1449788/krains-fuletra,0.0,0.0,0.0,0.0,0.0,0.0,,,,Indian
210,Ben Dwarshuis,Punjab Kings,Bowler,BOWL,BOWL,D,43,,,,50,0.0,,,,0,https://www.cricbuzz.com/profiles/9739/ben-dwarshuis,0.0,0.0,0.0,0.0,0.0,0.0,,,,Australian
211,Brijesh Sharma,Rajasthan Royals,Bowler,BOWL,BOWL,D,43,,,,50,0.0,,,,0,https://www.cricbuzz.com/profiles/1467167/brijesh-sharma,0.0,0.0,0.0,0.0,0.0,0.0,,,,Indian
212,Tripurana Vijay,Delhi Capitals,Batting Allrounder,AR,AR,D,43,,,,50,0.0,0.0,,,0,https://www.cricbuzz.com/profiles/22386/tripurana-vijay,,,,0.0,,,0.0,0.0,0.0,Indian
213,Amit Kumar,Sunrisers Hyderabad,Bowler,BOWL,BOWL,D,43,,,,50,0.0,,,,0,https://www.cricbuzz.com/profiles/1466014/amit-kumar,0.0,0.0,0.0,0.0,0.0,0.0,,,,Indian
214,Kanishk Chouhan,Royal Challengers Bengaluru,Bowling Allrounder,AR,AR,D,43,,,,50,0.0,0.0,,,0,https://www.cricbuzz.com/profiles/1457033/kanishk-chouhan,,,,0.0,,,0.0,0.0,0.0,Indian
215,Nishant Sindhu,Gujarat Titans,Batting Allrounder,AR,AR,D,42,,,,50,0.0,0.0,,,0,https://www.cricbuzz.com/profiles/22576/nishant-sindhu,,,,0.0,,,0.0,0.0,0.0,Indian
216,Brydon Carse,Sunrisers Hyderabad,Bowler,BOWL,BOWL,D,42,,,,50,0.0,,,,0,https://www.cricbuzz.com/profiles/11436/brydon-carse,0.0,0.0,0.0,0.0,0.0,0.0,,,,English
217,Onkar Tukaram Tarmale,Sunrisers Hyderabad,Bowler,BOWL,BOWL,D,42,,,,50,0.0,,,,0,https://www.cricbuzz.com/profiles/1453784/onkar-tukaram-tarmale,0.0,0.0,0.0,0.0,0.0,0.0,,,,Indian
218,Kartik Sharma,Chennai Super Kings,WK-Batsman,WK,BAT_WK,D,42,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0,https://www.cricbuzz.com/profiles/49557/kartik-sharma,,,,,,,,,,Indian
219,Vicky Ostwal,Royal Challengers Bengaluru,Bowler,BOWL,BOWL,D,42,,,,50,0.0,,,,0,https://www.cricbuzz.com/profiles/22616/vicky-ostwal,0.0,0.0,0.0,0.0,0.0,0.0,,,,Indian
220,Salil Arora,Sunrisers Hyderabad,WK-Batsman,WK,BAT_WK,D,42,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0,https://www.cricbuzz.com/profiles/15418/salil-arora,,,,,,,,,,Indian
221,Sarthak Ranjan,Kolkata Knight Riders,Batsman,BAT,BAT_WK,D,42,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0,https://www.cricbuzz.com/profiles/11029/sarthak-ranjan,,,,,,,,,,Indian
222,Daksh Kamra,Kolkata Knight Riders,Bowling Allrounder,AR,AR,D,41,,,,50,0.0,0.0,,,0,https://www.cricbuzz.com/profiles/1467180/daksh-kamra,,,,0.0,,,0.0,0.0,0.0,Indian
223,Jack Edwards,Sunrisers Hyderabad,Batsman,BAT,BAT_WK,D,41,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0,https://www.cricbuzz.com/profiles/13348/jack-edwards,,,,,,,,,,Australian
224,Finn Allen,Kolkata Knight Riders,Batsman,BAT,BAT_WK,D,41,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0,https://www.cricbuzz.com/profiles/11172/finn-allen,,,,,,,,,,New Zealander
225,Akshat Raghuwanshi,Lucknow Super Giants,Batsman,BAT,BAT_WK,D,41,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0,https://www.cricbuzz.com/profiles/24431/akshat-raghuwanshi,,,,,,,,,,Indian
226,Ben Duckett,Delhi Capitals,Batsman,BAT,BAT_WK,D,41,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0,https://www.cricbuzz.com/profiles/8502/ben-duckett,,,,,,,,,,English
227,Zakary Foulkes,Chennai Super Kings,Bowling Allrounder,AR,AR,D,41,,,,50,0.0,0.0,,,0,https://www.cricbuzz.com/profiles/24391/zakary-foulkes,,,,0.0,,,0.0,0.0,0.0,English
228,Praful Hinge,Sunrisers Hyderabad,Bowler,BOWL,BOWL,D,41,,,,50,0.0,,,,0,https://www.cricbuzz.com/profiles/1431793/praful-hinge,0.0,0.0,0.0,0.0,0.0,0.0,,,,Indian
229,Jacob Duffy,Royal Challengers Bengaluru,Bowler,BOWL,BOWL,D,41,,,,50,0.0,,,,0,https://www.cricbuzz.com/profiles/8554/jacob-duffy,0.0,0.0,0.0,0.0,0.0,0.0,,,,New Zealander
230,Prashant Veer,Chennai Super Kings,Bowler,BOWL,BOWL,D,41,,,,50,0.0,,,,0,https://www.cricbuzz.com/profiles/51417/prashant-veer,0.0,0.0,0.0,0.0,0.0,0.0,,,,Indian
231,Atharva Ankolekar,Mumbai Indians,Bowling Allrounder,AR,AR,D,41,,,,50,0.0,0.0,,,0,https://www.cricbuzz.com/profiles/14703/atharva-ankolekar,,,,0.0,,,0.0,0.0,0.0,Indian
232,Naman Tiwari,Lucknow Super Giants,Bowler,BOWL,BOWL,D,41,,,,50,0.0,,,,0,https://www.cricbuzz.com/profiles/51756/naman-tiwari,0.0,0.0,0.0,0.0,0.0,0.0,,,,Indian
233,Auqib Nabi Dar,Delhi Capitals,Bowling Allrounder,AR,AR,D,41,,,,50,0.0,0.0,,,0,https://www.cricbuzz.com/profiles/14179/auqib-nabi-dar,,,,0.0,,,0.0,0.0,0.0,Indian
234,Jordan Cox,Royal Challengers Bengaluru,WK-Batsman,WK,BAT_WK,D,40,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0,https://www.cricbuzz.com/profiles/14813/jordan-cox,,,,,,,,,,English
235,Harnoor Singh,Punjab Kings,Batsman,BAT,BAT_WK,D,40,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0,https://www.cricbuzz.com/profiles/22561/harnoor-singh,,,,,,,,,,Indian
236,Pyla Avinash,Punjab Kings,Batsman,BAT,BAT_WK,D,40,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0,https://www.cricbuzz.com/profiles/32525/pyla-avinash,,,,,,,,,,Indian
237,Sahil Parakh,Delhi Capitals,Batsman,BAT,BAT_WK,D,40,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0,https://www.cricbuzz.com/profiles/1430465/sahil-parakh,,,,,,,,,,Indian
238,Aman Rao Perala,Rajasthan Royals,Batsman,BAT,BAT_WK,D,40,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0,https://www.cricbuzz.com/profiles/1465819/aman-rao-perala,,,,,,,,,,Indian
239,Tejasvi Dahiya,Kolkata Knight Riders,WK-Batsman,WK,BAT_WK,D,40,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0,https://www.cricbuzz.com/profiles/1429684/tejasvi-dahiya,,,,,,,,,,Indian
240,Ramakrishna Ghosh,Chennai Super Kings,Batting Allrounder,AR,AR,D,40,,,,50,0.0,0.0,,,0,https://www.cricbuzz.com/profiles/32835/ramakrishna-ghosh,,,,0.0,,,0.0,0.0,0.0,Indian
241,Sushant Mishra,Rajasthan Royals,Bowler,BOWL,BOWL,D,40,,,,50,0.0,,,,0,https://www.cricbuzz.com/profiles/14706/sushant-mishra,0.0,0.0,0.0,0.0,0.0,0.0,,,,Indian
